tid,cid,h,fecha,hora,estado,lat,lon
1011022,0,10,2018-8-1,10:11,disponible,4.5559571,-74.1079668
1011022,0,10,2018-8-1,10:11,disponible,4.5566775,-74.1078327
1011022,0,10,2018-8-1,10:11,disponible,4.5568885,-74.1081281
1011022,0,10,2018-8-1,10:11,disponible,4.5568106,-74.1086778
1011022,0,10,2018-8-1,10:12,disponible,4.5567632,-74.1096301
1011022,0,10,2018-8-1,10:12,disponible,4.5569436,-74.1103486
1011022,0,10,2018-8-1,10:12,disponible,4.5572701,-74.1109557
1011022,0,10,2018-8-1,10:12,disponible,4.5574647,-74.1115139
1011022,0,10,2018-8-1,10:12,disponible,4.5572426,-74.1119756
1011022,0,10,2018-8-1,10:12,disponible,4.5565672,-74.1122802
1011022,0,10,2018-8-1,10:13,disponible,4.5561988,-74.1124614
1011022,0,10,2018-8-1,10:13,disponible,4.5560101,-74.1121177
1011022,0,10,2018-8-1,10:13,disponible,4.556243,-74.1118004
1011022,0,10,2018-8-1,10:13,disponible,4.5560368,-74.1112701
1011022,0,10,2018-8-1,10:13,disponible,4.5558714,-74.1110415
1011022,0,10,2018-8-1,10:13,disponible,4.555592,-74.1105578
1011022,0,10,2018-8-1,10:14,disponible,4.5552599,-74.1099934
1011022,0,10,2018-8-1,10:14,disponible,4.5551538,-74.1095577
1011022,0,10,2018-8-1,10:14,disponible,4.5550372,-74.1094031
1011022,0,10,2018-8-1,10:14,disponible,4.5549479,-74.1091799
1011022,0,10,2018-8-1,10:14,disponible,4.5548631,-74.1089648
1011022,0,10,2018-8-1,10:15,disponible,4.5547671,-74.1087521
1011022,0,10,2018-8-1,10:15,disponible,4.5545953,-74.1083877
1011022,0,10,2018-8-1,10:15,disponible,4.5541511,-74.1083402
1011022,0,10,2018-8-1,10:15,disponible,4.5531775,-74.1085109
1011022,0,10,2018-8-1,10:15,disponible,4.5529845,-74.1089031
1011022,0,10,2018-8-1,10:15,disponible,4.5532962,-74.1097664
1011022,0,10,2018-8-1,10:16,disponible,4.5539063,-74.1104886
1011022,0,10,2018-8-1,10:16,disponible,4.5543836,-74.1111757
1011022,0,10,2018-8-1,10:16,disponible,4.55468,-74.1117093
1011022,0,10,2018-8-1,10:16,disponible,4.554825,-74.1118932
1011022,0,10,2018-8-1,10:16,disponible,4.5550101,-74.1122236
1011022,0,10,2018-8-1,10:16,disponible,4.5551888,-74.1134584
1011022,0,10,2018-8-1,10:17,disponible,4.5550435,-74.114265
1011022,0,10,2018-8-1,10:17,disponible,4.5550013,-74.1146752
1011022,0,10,2018-8-1,10:17,disponible,4.5549682,-74.1153239
1011022,0,10,2018-8-1,10:17,disponible,4.5551141,-74.1162479
1011022,0,10,2018-8-1,10:17,disponible,4.5553878,-74.1166209
1011022,0,10,2018-8-1,10:17,disponible,4.5549785,-74.1171949
1011022,0,10,2018-8-1,10:18,disponible,4.5550789,-74.1179928
1011022,0,10,2018-8-1,10:18,disponible,4.555601,-74.118304
1011022,0,10,2018-8-1,10:18,disponible,4.5555486,-74.1188456
1011022,0,10,2018-8-1,10:18,disponible,4.5554653,-74.1196326
1011022,0,10,2018-8-1,10:18,disponible,4.5551242,-74.1202043
1011022,0,10,2018-8-1,10:18,disponible,4.5551369,-74.1201896
1011022,0,10,2018-8-1,10:19,disponible,4.5549699,-74.1207849
1011022,0,10,2018-8-1,10:19,disponible,4.5555422,-74.1212422
1011022,0,10,2018-8-1,10:19,disponible,4.5562479,-74.1213988
1011022,0,10,2018-8-1,10:19,disponible,4.5569247,-74.1217027
1011022,0,10,2018-8-1,10:19,disponible,4.5572459,-74.121789
1011022,0,10,2018-8-1,10:20,disponible,4.5572576,-74.1217913
1011022,0,10,2018-8-1,10:20,disponible,4.5572663,-74.121783
1011022,0,10,2018-8-1,10:20,disponible,4.557325,-74.1218005
1011022,0,10,2018-8-1,10:20,disponible,4.5574568,-74.1218376
1011022,0,10,2018-8-1,10:20,disponible,4.5576168,-74.121909
1011022,0,10,2018-8-1,10:20,disponible,4.5576299,-74.1219231
1011022,0,10,2018-8-1,10:21,disponible,4.5576329,-74.1219212
1011022,0,10,2018-8-1,10:21,disponible,4.5576397,-74.1219284
1011022,0,10,2018-8-1,10:21,disponible,4.5576442,-74.1219351
1011022,0,10,2018-8-1,10:21,disponible,4.5576442,-74.121936
1011022,0,10,2018-8-1,10:21,disponible,4.557655,-74.1219755
1011022,0,10,2018-8-1,10:21,disponible,4.5576632,-74.1219913
1011022,0,10,2018-8-1,10:22,disponible,4.5578392,-74.1220178
1011022,0,10,2018-8-1,10:22,disponible,4.5579441,-74.1217734
1011022,0,10,2018-8-1,10:22,disponible,4.5579321,-74.1215954
1011022,0,10,2018-8-1,10:22,disponible,4.557485,-74.1213518
1011022,0,10,2018-8-1,10:22,disponible,4.5568245,-74.1210172
1011022,0,10,2018-8-1,10:22,disponible,4.5561776,-74.1207433
1011022,0,10,2018-8-1,10:23,disponible,4.555498,-74.1204112
1011022,0,10,2018-8-1,10:23,disponible,4.5548971,-74.1201536
1011022,0,10,2018-8-1,10:23,disponible,4.5544729,-74.1199466
1011022,0,10,2018-8-1,10:23,disponible,4.5537499,-74.1195976
1011022,0,10,2018-8-1,10:23,disponible,4.553665,-74.1191196
1011022,0,10,2018-8-1,10:23,disponible,4.5539867,-74.1183861
1011022,0,10,2018-8-1,10:24,disponible,4.5543331,-74.1182601
1011022,0,10,2018-8-1,10:24,disponible,4.5545367,-74.1180079
1011022,0,10,2018-8-1,10:24,disponible,4.5547165,-74.1176261
1011022,0,10,2018-8-1,10:24,disponible,4.5549586,-74.1171764
1011022,0,10,2018-8-1,10:24,disponible,4.5553148,-74.1167864
1011022,0,10,2018-8-1,10:25,disponible,4.555216,-74.1163882
1011022,0,10,2018-8-1,10:25,disponible,4.5549891,-74.1158946
1011022,0,10,2018-8-1,10:25,disponible,4.5549507,-74.1156591
1011022,0,10,2018-8-1,10:25,disponible,4.5549551,-74.1154263
1011022,0,10,2018-8-1,10:25,disponible,4.5549025,-74.114926
1011022,0,10,2018-8-1,10:25,disponible,4.554919,-74.1146729
1011022,0,10,2018-8-1,10:26,disponible,4.555049,-74.114025
1011022,0,10,2018-8-1,10:26,disponible,4.5551377,-74.1133938
1011022,0,10,2018-8-1,10:26,disponible,4.5551333,-74.1131033
1011022,0,10,2018-8-1,10:26,disponible,4.5551449,-74.1131503
1011022,0,10,2018-8-1,10:26,disponible,4.5551441,-74.1131637
1011022,0,10,2018-8-1,10:26,disponible,4.5551432,-74.1131551
1011022,0,10,2018-8-1,10:27,disponible,4.5551441,-74.1131403
1011022,0,10,2018-8-1,10:27,disponible,4.5551444,-74.11314
1011022,0,10,2018-8-1,10:27,disponible,4.5551477,-74.1131417
1011022,0,10,2018-8-1,10:27,disponible,4.5551511,-74.1131374
1011022,0,10,2018-8-1,10:27,disponible,4.5551176,-74.1127496
1011022,0,10,2018-8-1,10:27,disponible,4.5548122,-74.1120023
1011022,0,10,2018-8-1,10:28,disponible,4.5546081,-74.1116356
1011022,0,10,2018-8-1,10:28,disponible,4.5541505,-74.1108869
1011022,0,10,2018-8-1,10:28,disponible,4.5533775,-74.1100414
1011022,0,10,2018-8-1,10:28,disponible,4.553007,-74.1090521
1011022,0,10,2018-8-1,10:28,disponible,4.5526546,-74.1082354
1011022,0,10,2018-8-1,10:28,disponible,4.5519789,-74.1080303
1011022,0,10,2018-8-1,10:29,disponible,4.551227,-74.1082346
1011022,0,10,2018-8-1,10:29,disponible,4.5507428,-74.1083943
1011022,0,10,2018-8-1,10:29,disponible,4.5503263,-74.1085506
1011022,0,10,2018-8-1,10:29,disponible,4.5500679,-74.1086726
1011022,0,10,2018-8-1,10:29,disponible,4.5497908,-74.1087414
1011022,0,10,2018-8-1,10:29,disponible,4.549378,-74.1089785
1011022,0,10,2018-8-1,10:30,disponible,4.5489583,-74.1093233
1011022,0,10,2018-8-1,10:30,disponible,4.548511,-74.1095785
1011022,0,10,2018-8-1,10:30,disponible,4.5486422,-74.109504
1011022,0,10,2018-8-1,10:30,disponible,4.548373,-74.1096692
1011022,0,10,2018-8-1,10:31,disponible,4.5492276,-74.109068
1011022,0,10,2018-8-1,10:31,disponible,4.5497328,-74.1086498
1011022,0,10,2018-8-1,10:31,disponible,4.5503872,-74.1084761
1011022,0,10,2018-8-1,10:31,disponible,4.5505642,-74.1084078
1011022,0,10,2018-8-1,10:31,disponible,4.5505557,-74.1084286
1011022,0,10,2018-8-1,10:31,disponible,4.5505561,-74.1084327
1011022,0,10,2018-8-1,10:32,disponible,4.5505562,-74.1084332
1011022,0,10,2018-8-1,10:32,disponible,4.5505561,-74.1084334
1011022,0,10,2018-8-1,10:32,disponible,4.5506684,-74.1084121
1011022,0,10,2018-8-1,10:32,disponible,4.5511898,-74.1082597
1011022,0,10,2018-8-1,10:32,disponible,4.5520417,-74.1079109
1011022,0,10,2018-8-1,10:32,disponible,4.5527277,-74.1082332
1011022,0,10,2018-8-1,10:33,disponible,4.5529568,-74.1086818
1011022,0,10,2018-8-1,10:33,disponible,4.5532942,-74.1098389
1011022,0,10,2018-8-1,10:33,disponible,4.5540533,-74.1107524
1011022,0,10,2018-8-1,10:33,disponible,4.5543745,-74.1111131
1011022,0,10,2018-8-1,10:33,disponible,4.5547369,-74.1117978
1011022,0,10,2018-8-1,10:33,disponible,4.5549069,-74.1121334
1011022,0,10,2018-8-1,10:34,disponible,4.5548921,-74.1121373
1011022,0,10,2018-8-1,10:34,disponible,4.5548855,-74.112139
1011022,0,10,2018-8-1,10:34,disponible,4.5548763,-74.1121221
1011022,0,10,2018-8-1,10:34,disponible,4.5550555,-74.1124591
1011022,0,10,2018-8-1,10:34,disponible,4.5550743,-74.1124943
1011022,0,10,2018-8-1,10:34,disponible,4.5550888,-74.1125243
1011022,0,10,2018-8-1,10:35,disponible,4.5555313,-74.1122931
1011022,0,10,2018-8-1,10:35,disponible,4.5561905,-74.1120066
1011022,0,10,2018-8-1,10:35,disponible,4.5562644,-74.1119289
1011022,0,10,2018-8-1,10:35,disponible,4.5569814,-74.1116628
1011022,0,10,2018-8-1,10:35,disponible,4.5573264,-74.111442
1011022,0,10,2018-8-1,10:36,disponible,4.5573451,-74.1114389
1011022,0,10,2018-8-1,10:36,disponible,4.5578529,-74.1113898
1011022,0,10,2018-8-1,10:36,disponible,4.5582453,-74.11143
1011022,0,10,2018-8-1,10:36,disponible,4.5586748,-74.1114646
1011022,0,10,2018-8-1,10:36,disponible,4.5594787,-74.1111013
1011022,0,10,2018-8-1,10:36,disponible,4.5603076,-74.1107177
1011022,0,10,2018-8-1,10:37,disponible,4.5615952,-74.1106755
1011022,0,10,2018-8-1,10:37,disponible,4.5619459,-74.1105846
1011022,0,10,2018-8-1,10:37,disponible,4.5625409,-74.1100266
1011022,0,10,2018-8-1,10:37,disponible,4.5630974,-74.1090037
1011022,0,10,2018-8-1,10:37,disponible,4.5632828,-74.1086898
1011022,0,10,2018-8-1,10:38,disponible,4.5635375,-74.1082399
1011022,0,10,2018-8-1,10:38,disponible,4.5639125,-74.1080115
1011022,0,10,2018-8-1,10:38,disponible,4.5649486,-74.1078586
1011022,0,10,2018-8-1,10:38,disponible,4.5654587,-74.1074315
1011022,0,10,2018-8-1,10:38,disponible,4.5657074,-74.1065538
1011022,0,10,2018-8-1,10:38,disponible,4.5655141,-74.1057901
1011022,0,10,2018-8-1,10:39,disponible,4.5651288,-74.1050633
1011022,0,10,2018-8-1,10:39,disponible,4.5650641,-74.1044685
1011022,0,10,2018-8-1,10:39,disponible,4.5653846,-74.1040458
1011022,0,10,2018-8-1,10:39,disponible,4.5659603,-74.1034985
1011022,0,10,2018-8-1,10:39,disponible,4.5660137,-74.1034939
1011022,0,10,2018-8-1,10:40,disponible,4.5660135,-74.1034949
1011022,0,10,2018-8-1,10:40,disponible,4.5662442,-74.1032279
1011022,0,10,2018-8-1,10:40,disponible,4.5664454,-74.103163
1011022,0,10,2018-8-1,10:40,disponible,4.5667909,-74.1039078
1011022,0,10,2018-8-1,10:40,disponible,4.566981,-74.1045713
1011022,0,10,2018-8-1,10:40,disponible,4.5675367,-74.1051407
1011022,0,10,2018-8-1,10:41,disponible,4.5678927,-74.1054971
1011022,0,10,2018-8-1,10:41,disponible,4.5683457,-74.1058927
1011022,0,10,2018-8-1,10:41,disponible,4.5688473,-74.105516
1011022,0,10,2018-8-1,10:41,disponible,4.569535,-74.104986
1011022,0,10,2018-8-1,10:41,disponible,4.570448,-74.1042946
1011022,0,10,2018-8-1,10:41,disponible,4.5709389,-74.1040123
1011022,0,10,2018-8-1,10:42,disponible,4.5707767,-74.1037645
1011022,0,10,2018-8-1,10:42,disponible,4.570424,-74.1032244
1011022,0,10,2018-8-1,10:42,disponible,4.5710213,-74.102797
1011022,0,10,2018-8-1,10:42,disponible,4.5717089,-74.1023105
1011022,0,10,2018-8-1,10:42,disponible,4.5720704,-74.1020489
1011022,0,10,2018-8-1,10:42,disponible,4.572776,-74.1014729
1011022,0,10,2018-8-1,10:43,disponible,4.5732954,-74.1012189
1011022,0,10,2018-8-1,10:43,disponible,4.5736448,-74.1009374
1011022,0,10,2018-8-1,10:43,disponible,4.5740266,-74.1006493
1011022,0,10,2018-8-1,10:43,disponible,4.5740385,-74.1005767
1011022,0,10,2018-8-1,10:43,disponible,4.5738593,-74.1003178
1011022,0,10,2018-8-1,10:43,disponible,4.5737627,-74.1000985
1011022,0,10,2018-8-1,10:44,disponible,4.5742127,-74.0997409
1011022,0,10,2018-8-1,10:44,disponible,4.5749393,-74.0991493
1011022,0,10,2018-8-1,10:44,disponible,4.5757997,-74.0985407
1011022,0,10,2018-8-1,10:44,disponible,4.5765545,-74.0979536
1011022,0,10,2018-8-1,10:44,disponible,4.5774385,-74.0972892
1011022,0,10,2018-8-1,10:45,disponible,4.5774641,-74.0970069
1011022,0,10,2018-8-1,10:45,disponible,4.5773724,-74.0967347
1011022,0,10,2018-8-1,10:45,disponible,4.5773676,-74.0967495
1011022,0,10,2018-8-1,10:45,disponible,4.5773445,-74.0967564
1011022,0,10,2018-8-1,10:45,disponible,4.5775742,-74.0961835
1011022,0,10,2018-8-1,10:45,disponible,4.577783,-74.0956496
1011022,0,10,2018-8-1,10:46,disponible,4.5773973,-74.0951561
1011022,0,10,2018-8-1,10:46,disponible,4.576996,-74.0947152
1011022,0,10,2018-8-1,10:46,disponible,4.5765756,-74.0950706
1011022,0,10,2018-8-1,10:46,disponible,4.5764511,-74.0952008
1011022,0,10,2018-8-1,10:46,disponible,4.576691,-74.095421
1011022,0,10,2018-8-1,10:47,disponible,4.5769763,-74.0959281
1011022,0,10,2018-8-1,10:47,disponible,4.5773682,-74.095636
1011022,0,10,2018-8-1,10:47,disponible,4.5775099,-74.0953
1011022,0,10,2018-8-1,10:47,disponible,4.5771177,-74.0949033
1011022,0,10,2018-8-1,10:47,disponible,4.57687,-74.0947452
1011022,0,10,2018-8-1,10:47,disponible,4.5765145,-74.0950816
1011022,0,10,2018-8-1,10:48,disponible,4.5764509,-74.0950908
1011022,0,10,2018-8-1,10:48,disponible,4.576431,-74.0950802
1011022,0,10,2018-8-1,10:48,disponible,4.5764363,-74.0950873
1011022,0,10,2018-8-1,10:48,disponible,4.576437,-74.0950882
1011022,0,10,2018-8-1,10:48,disponible,4.5764369,-74.0950882
1011022,0,10,2018-8-1,10:48,disponible,4.5764368,-74.0950872
1011022,0,10,2018-8-1,10:49,disponible,4.576437,-74.0950883
1011022,0,10,2018-8-1,10:49,disponible,4.5764343,-74.095094
1011022,0,10,2018-8-1,10:49,disponible,4.5764269,-74.0950951
1011022,0,10,2018-8-1,10:49,disponible,4.5764271,-74.0950951
1011022,0,10,2018-8-1,10:49,disponible,4.5764272,-74.0950951
1011022,0,10,2018-8-1,10:49,disponible,4.5764272,-74.0950951
1011022,0,10,2018-8-1,10:50,disponible,4.5764271,-74.0950952
1011022,0,10,2018-8-1,10:50,disponible,4.5764299,-74.0951041
1011022,0,10,2018-8-1,10:50,disponible,4.5764583,-74.0951207
1011022,0,10,2018-8-1,10:50,disponible,4.5764551,-74.0951186
1011022,0,10,2018-8-1,10:50,disponible,4.5764535,-74.0951181
1011022,0,10,2018-8-1,10:50,disponible,4.5764526,-74.0951177
1011022,0,10,2018-8-1,10:51,disponible,4.5764519,-74.0951174
1011022,0,10,2018-8-1,10:51,disponible,4.5764513,-74.0951174
1011022,0,10,2018-8-1,10:51,disponible,4.5764505,-74.0951182
1011022,0,10,2018-8-1,10:51,disponible,4.5764501,-74.0951182
1011022,0,10,2018-8-1,10:51,disponible,4.57645,-74.0951182
1011022,0,10,2018-8-1,10:52,disponible,4.5764499,-74.0951183
1011022,0,10,2018-8-1,10:52,disponible,4.5764495,-74.0951183
1011022,0,10,2018-8-1,10:52,disponible,4.5764494,-74.0951183
1011022,0,10,2018-8-1,10:52,disponible,4.5764493,-74.0951183
1011022,0,10,2018-8-1,10:52,disponible,4.5764494,-74.0951182
1011022,0,10,2018-8-1,10:52,disponible,4.5764493,-74.095118
1011022,0,10,2018-8-1,10:53,disponible,4.576449,-74.0951178
1011022,0,10,2018-8-1,10:53,disponible,4.5764427,-74.0951269
1011022,0,12,2018-8-1,12:53,disponible,4.5782324,-74.1555355
1011022,0,12,2018-8-1,12:53,disponible,4.578194,-74.1547222
1011022,0,12,2018-8-1,12:53,disponible,4.5785318,-74.1545294
1011022,0,12,2018-8-1,12:53,disponible,4.5792916,-74.1548665
1011022,0,12,2018-8-1,12:54,disponible,4.5795627,-74.1542414
1011022,0,12,2018-8-1,12:54,disponible,4.5797669,-74.1536371
1011022,0,12,2018-8-1,12:54,disponible,4.5798751,-74.1532811
1011022,0,12,2018-8-1,12:54,disponible,4.5800247,-74.1530132
1011022,0,12,2018-8-1,12:54,disponible,4.5800512,-74.1530304
1011022,0,12,2018-8-1,12:55,disponible,4.5801202,-74.1528896
1011022,0,12,2018-8-1,12:55,disponible,4.5802622,-74.1528267
1011022,0,12,2018-8-1,12:55,disponible,4.5803204,-74.1528082
1011022,0,12,2018-8-1,12:55,disponible,4.580339,-74.1528311
1011022,0,12,2018-8-1,12:55,disponible,4.5803401,-74.152801
1011022,0,12,2018-8-1,12:55,disponible,4.580342,-74.1527948
1011022,0,12,2018-8-1,12:56,disponible,4.5803745,-74.1528203
1011022,0,12,2018-8-1,12:56,disponible,4.5803827,-74.152876
1011022,0,12,2018-8-1,12:56,disponible,4.5804215,-74.1529156
1011022,0,12,2018-8-1,12:56,disponible,4.580441,-74.1529179
1011022,0,12,2018-8-1,12:56,disponible,4.5804125,-74.1529128
1011022,0,12,2018-8-1,12:56,disponible,4.5803932,-74.1529094
1011022,0,12,2018-8-1,12:57,disponible,4.5803906,-74.1529102
1011022,0,12,2018-8-1,12:57,disponible,4.5803901,-74.1529107
1011022,0,12,2018-8-1,12:57,disponible,4.5803896,-74.1529123
1011022,0,12,2018-8-1,12:57,disponible,4.5803884,-74.1529132
1011022,0,12,2018-8-1,12:57,disponible,4.580386,-74.1529124
1011022,0,12,2018-8-1,12:57,disponible,4.5803842,-74.1529125
1011022,0,12,2018-8-1,12:58,disponible,4.5803824,-74.1529127
1011022,0,12,2018-8-1,12:58,disponible,4.5803819,-74.152913
1011022,0,12,2018-8-1,12:58,disponible,4.5803268,-74.1528911
1011022,0,12,2018-8-1,12:58,disponible,4.5803204,-74.1529211
1011022,0,12,2018-8-1,12:58,disponible,4.5803294,-74.1529647
1011022,0,12,2018-8-1,12:58,disponible,4.5803281,-74.1529639
1011022,0,12,2018-8-1,12:59,disponible,4.5803261,-74.15296
1011022,0,12,2018-8-1,12:59,disponible,4.5803226,-74.1529539
1011022,0,12,2018-8-1,12:59,disponible,4.5803214,-74.1529524
1011022,0,12,2018-8-1,12:59,disponible,4.580321,-74.1529526
1011022,0,12,2018-8-1,12:59,disponible,4.5803193,-74.1529518
1011022,0,13,2018-8-1,13:00,disponible,4.5803167,-74.1529493
1011022,0,13,2018-8-1,13:00,disponible,4.5803158,-74.1529495
1011022,0,13,2018-8-1,13:00,disponible,4.5803156,-74.1529496
1011022,0,13,2018-8-1,13:00,disponible,4.5803154,-74.1529505
1011022,0,13,2018-8-1,13:00,disponible,4.5803155,-74.1529514
1011022,0,13,2018-8-1,13:00,disponible,4.5803151,-74.1529521
1011022,0,13,2018-8-1,13:01,disponible,4.5803143,-74.152952
1011022,0,13,2018-8-1,13:01,disponible,4.5803136,-74.1529516
1011022,0,13,2018-8-1,13:01,disponible,4.5803132,-74.1529511
1011022,0,13,2018-8-1,13:01,disponible,4.5803122,-74.1529505
